time,start_time,end_time,flare_id,xrsb_irrad,flare_class,xrsb_irrad_source,background_irrad,integrated_irrad_peak,integrated_irrad_end,flare_loc_swpc_hgs_lon,flare_loc_swpc_hgs_lat,flare_loc_swpc_source,flare_loc_xrs_hgs_lon,flare_loc_xrs_hgs_lat,flare_loc_xrs_hpc_x,flare_loc_xrs_hpc_y,flare_loc_xrs_source,sequential_flare_num,peak_saturated,active_region
2021-05-27 06:48:00,2021-05-27 06:43:00,2021-05-27 06:52:00,202105270643,8.971e-07,B8.9,GOES-16,3.117e-07,3.356e-04,4.006e-04,66.0,23.0,SVI,,,,,,1,0,2826
2021-05-27 07:36:00,2021-05-27 07:30:00,2021-05-27 07:48:00,202105270730,3.841e-07,B3.8,GOES-16,2.469e-07,1.821e-04,3.755e-04,,,,,,,,,1,0,
2021-05-27 08:08:00,2021-05-27 07:58:00,2021-05-27 08:21:00,202105270758,9.810e-07,B9.8,GOES-16,2.452e-07,4.387e-04,9.073e-04,,,,,,,,,1,0,
2021-05-27 09:03:00,2021-05-27 08:59:00,2021-05-27 09:07:00,202105270859,5.630e-07,B5.6,GOES-16,3.839e-07,2.387e-04,2.936e-04,,,,,,,,,1,0,
2021-05-27 09:19:00,2021-05-27 09:13:00,2021-05-27 09:23:00,202105270913,5.395e-07,B5.3,GOES-16,3.924e-07,2.779e-04,3.300e-04,,,,,,,,,1,0,
2021-05-27 09:43:00,2021-05-27 09:39:00,2021-05-27 09:55:00,202105270939,4.679e-07,B4.6,GOES-16,3.042e-07,1.949e-04,4.370e-04,,,,,,,,,1,0,
2021-05-27 10:46:00,2021-05-27 10:37:00,2021-05-27 10:52:00,202105271037,4.071e-07,B4.0,GOES-16,2.397e-07,2.539e-04,3.331e-04,,,,,,,,,1,0,
2021-05-27 11:21:00,2021-05-27 11:13:00,,202105271113,4.794e-07,B4.7,GOES-16,2.774e-07,2.705e-04,,,,,,,,,,1,0,
2021-05-27 11:31:00,2021-05-27 11:27:00,2021-05-27 11:39:00,202105271127,6.643e-07,B6.6,GOES-16,3.806e-07,2.691e-04,4.698e-04,,,,,,,,,2,0,
2021-05-27 12:30:00,2021-05-27 12:22:00,2021-05-27 12:39:00,202105271222,7.512e-07,B7.5,GOES-16,3.848e-07,3.786e-04,6.547e-04,,,,,,,,,1,0,
2021-05-27 14:25:00,2021-05-27 14:18:00,2021-05-27 14:28:00,202105271418,6.819e-07,B6.8,GOES-16,4.442e-07,3.661e-04,3.971e-04,,,,,,,,,1,0,
2021-05-27 17:03:00,2021-05-27 16:54:00,2021-05-27 17:08:00,202105271654,8.256e-07,B8.2,GOES-17,3.221e-07,4.241e-04,5.262e-04,,,,,,,,,1,0,
2021-05-27 19:02:00,2021-05-27 18:53:00,2021-05-27 19:08:00,202105271853,4.108e-07,B4.1,GOES-16,2.542e-07,2.573e-04,3.376e-04,,,,,,,,,1,0,
2021-05-27 19:38:00,2021-05-27 19:29:00,2021-05-27 19:44:00,202105271929,6.312e-07,B6.3,GOES-16,3.630e-07,3.981e-04,5.175e-04,,,,,,,,,1,0,
2021-05-27 22:07:00,2021-05-27 21:44:00,,202105272144,1.032e-06,C1.0,GOES-16,2.476e-07,1.078e-03,,,,,53.707882,22.536543,706.4619,374.11597,GOES-16_XRS,1,0,
2021-05-27 22:50:00,2021-05-27 22:18:00,,202105272218,1.256e-06,C1.2,GOES-16,9.817e-07,2.425e-03,,,,,50.859974,23.926434,672.8597,395.86386,GOES-16_XRS,2,0,
2021-05-28 03:52:00,2021-05-28 03:45:00,2021-05-28 03:56:00,202105280345,3.115e-07,B3.1,GOES-16,1.331e-07,1.506e-04,1.724e-04,,,,,,,,,1,0,
2021-05-28 07:17:00,2021-05-28 07:09:00,2021-05-28 07:31:00,202105280709,1.871e-07,B1.8,GOES-16,1.285e-07,1.145e-04,2.322e-04,,,,,,,,,1,0,
2021-05-28 07:38:00,2021-05-28 07:32:00,2021-05-28 07:43:00,202105280732,1.793e-07,B1.7,GOES-17,1.608e-07,1.020e-04,1.321e-04,,,,,,,,,2,0,
2021-05-28 08:21:00,2021-05-28 08:15:00,2021-05-28 08:25:00,202105280815,5.046e-07,B5.0,GOES-16,1.596e-07,2.207e-04,2.543e-04,,,,,,,,,1,0,
2021-05-28 09:15:00,2021-05-28 09:07:00,2021-05-28 09:19:00,202105280907,2.259e-07,B2.2,GOES-16,1.630e-07,1.409e-04,1.633e-04,,,,,,,,,1,0,
2021-05-28 09:57:00,2021-05-28 09:47:00,2021-05-28 10:00:00,202105280947,3.018e-06,C3.0,GOES-16,1.920e-07,8.604e-04,9.293e-04,,,,74.76926,21.998003,847.7155,359.29025,GOES-16_XRS,1,0,
2021-05-28 11:16:00,2021-05-28 11:06:00,2021-05-28 11:27:00,202105281106,1.974e-07,B1.9,GOES-16,1.438e-07,1.485e-04,2.449e-04,,,,,,,,,1,0,
2021-05-28 11:41:00,2021-05-28 11:30:00,2021-05-28 11:46:00,202105281130,3.034e-07,B3.0,GOES-16,1.625e-07,2.068e-04,2.468e-04,,,,,,,,,1,0,
2021-05-28 12:31:00,2021-05-28 12:25:00,2021-05-28 12:37:00,202105281225,2.954e-07,B2.9,GOES-16,1.495e-07,1.332e-04,1.879e-04,,,,,,,,,1,0,
2021-05-28 13:18:00,2021-05-28 13:11:00,2021-05-28 13:24:00,202105281311,2.135e-07,B2.1,GOES-16,1.545e-07,1.220e-04,1.659e-04,,,,,,,,,1,0,
2021-05-28 13:50:00,2021-05-28 13:37:00,,202105281337,2.748e-07,B2.7,GOES-16,1.706e-07,2.396e-04,,,,,,,,,,1,0,
2021-05-28 14:00:00,2021-05-28 13:53:00,2021-05-28 14:04:00,202105281353,4.795e-07,B4.7,GOES-16,2.694e-07,2.330e-04,2.758e-04,,,,,,,,,2,0,
2021-05-28 19:33:00,2021-05-28 19:25:00,2021-05-28 19:36:00,202105281925,2.216e-07,B2.2,GOES-16,1.394e-07,1.235e-04,1.336e-04,,,,,,,,,1,0,
2021-05-28 23:13:00,2021-05-28 22:19:00,2021-05-29 00:11:00,202105282219,9.466e-06,C9.4,GOES-16,3.575e-07,1.686e-02,4.180e-02,63.0,21.0,HOL,66.63504,19.988344,817.8722,330.37933,GOES-16_XRS,1,0,2824
2021-05-29 03:24:00,2021-05-29 03:19:00,2021-05-29 03:31:00,202105290319,1.059e-06,C1.0,GOES-16,7.341e-07,4.970e-04,7.750e-04,,,,,,1320.5837,711.7472,GOES-16_XRS,1,0,
2021-05-29 03:52:00,2021-05-29 03:46:00,2021-05-29 03:56:00,202105290346,1.140e-06,C1.1,GOES-16,7.975e-07,5.688e-04,6.788e-04,,,,,,871.0092,381.88763,GOES-16_XRS,1,0,
2021-05-29 05:50:00,2021-05-29 05:39:00,2021-05-29 05:56:00,202105290539,1.754e-06,C1.7,GOES-16,4.489e-07,8.847e-04,1.162e-03,,,,,,890.0977,332.07703,GOES-16_XRS,1,0,
2021-05-29 09:46:00,2021-05-29 09:41:00,2021-05-29 09:53:00,202105290941,4.194e-07,B4.1,GOES-16,3.084e-07,2.021e-04,3.128e-04,,,,,,,,,1,0,
2021-05-29 16:45:00,2021-05-29 16:40:00,2021-05-29 16:51:00,202105291640,4.011e-07,B4.0,GOES-16,2.008e-07,1.644e-04,2.357e-04,,,,,,,,,1,0,
2021-05-29 20:21:00,2021-05-29 20:13:00,2021-05-29 20:28:00,202105292013,2.785e-07,B2.7,GOES-16,1.794e-07,1.688e-04,2.387e-04,,,,,,,,,1,0,
2021-05-29 22:38:00,2021-05-29 22:29:00,2021-05-29 22:47:00,202105292229,2.536e-07,B2.5,GOES-16,1.271e-07,1.550e-04,2.395e-04,,,,,,,,,1,0,
2021-05-30 06:45:00,2021-05-30 06:40:00,,202105300640,1.859e-07,B1.8,GOES-16,1.291e-07,8.416e-05,,,,,,,,,,1,0,
2021-05-30 06:55:00,2021-05-30 06:50:00,,202105300650,1.693e-07,B1.6,GOES-17,1.636e-07,9.023e-05,,,,,,,,,,2,0,
2021-05-30 07:02:00,2021-05-30 06:59:00,2021-05-30 07:11:00,202105300659,1.717e-07,B1.7,GOES-16,1.615e-07,7.050e-05,1.510e-04,,,,,,,,,2,0,
2021-05-30 08:36:00,2021-05-30 08:27:00,2021-05-30 08:41:00,202105300827,3.651e-07,B3.6,GOES-16,1.258e-07,1.700e-04,2.117e-04,,,,,,,,,1,0,
2021-05-30 11:16:00,2021-05-30 11:11:00,2021-05-30 11:18:00,202105301111,3.082e-07,B3.0,GOES-16,1.225e-07,1.002e-04,1.090e-04,,,,,,,,,1,0,
2021-05-30 13:17:00,2021-05-30 13:12:00,2021-05-30 13:20:00,202105301312,2.254e-07,B2.2,GOES-16,1.607e-07,1.037e-04,1.152e-04,,,,,,,,,1,0,
2021-05-30 16:03:00,2021-05-30 15:57:00,2021-05-30 16:08:00,202105301557,3.702e-07,B3.7,GOES-16,1.158e-07,1.421e-04,1.851e-04,,,,,,,,,1,0,
2021-05-30 18:12:00,2021-05-30 18:03:00,2021-05-30 18:18:00,202105301803,2.209e-07,B2.2,GOES-16,1.049e-07,1.134e-04,1.505e-04,,,,,,,,,1,0,
2021-05-30 19:15:00,2021-05-30 19:12:00,2021-05-30 19:17:00,202105301912,2.379e-07,B2.3,GOES-16,1.376e-07,7.422e-05,8.272e-05,,,,,,,,,1,0,
2021-05-30 20:01:00,2021-05-30 19:52:00,2021-05-30 20:07:00,202105301952,2.726e-07,B2.7,GOES-16,1.274e-07,1.512e-04,1.995e-04,,,,,,,,,1,0,
2021-05-30 20:53:00,2021-05-30 20:46:00,,202105302046,1.449e-07,B1.4,GOES-16,8.407e-08,7.482e-05,,,,,,,,,,1,0,
2021-05-30 21:03:00,2021-05-30 21:00:00,2021-05-30 21:05:00,202105302100,1.844e-07,B1.8,GOES-16,1.201e-07,6.410e-05,7.128e-05,,,,,,,,,2,0,
2021-05-30 21:43:00,2021-05-30 21:38:00,2021-05-30 22:08:00,202105302138,1.368e-07,B1.3,GOES-16,8.028e-08,6.154e-05,2.224e-04,,,,,,,,,1,0,
2021-05-30 23:29:00,2021-05-30 23:22:00,2021-05-30 23:32:00,202105302322,2.914e-07,B2.9,GOES-16,1.132e-07,1.302e-04,1.414e-04,327.0,15.0,HOL,,,,,,1,0,2827
2021-05-31 00:36:00,2021-05-31 00:25:00,2021-05-31 00:40:00,202105310025,3.319e-07,B3.3,GOES-16,9.554e-08,1.485e-04,1.679e-04,328.0,16.0,HOL,,,,,,1,0,2827
2021-05-31 03:50:00,2021-05-31 03:45:00,2021-05-31 03:58:00,202105310345,1.646e-07,B1.6,GOES-16,1.225e-07,8.175e-05,1.350e-04,,,,,,,,,1,0,
2021-05-31 04:03:00,2021-05-31 04:00:00,2021-05-31 04:06:00,202105310400,2.125e-07,B2.1,GOES-16,1.400e-07,7.467e-05,8.436e-05,,,,,,,,,1,0,
2021-05-31 04:51:00,2021-05-31 04:44:00,2021-05-31 04:55:00,202105310444,1.930e-07,B1.9,GOES-16,1.408e-07,1.142e-04,1.330e-04,,,,,,,,,1,0,
2021-05-31 05:44:00,2021-05-31 05:34:00,2021-05-31 05:47:00,202105310534,7.768e-07,B7.7,GOES-16,1.201e-07,3.061e-04,3.276e-04,,,,,,,,,1,0,
2021-05-31 06:36:00,2021-05-31 06:30:00,2021-05-31 06:40:00,202105310630,2.290e-07,B2.2,GOES-16,1.076e-07,9.928e-05,1.178e-04,,,,,,,,,1,0,
2021-05-31 08:44:00,2021-05-31 08:38:00,2021-05-31 08:50:00,202105310838,1.457e-07,B1.4,GOES-16,1.056e-07,7.542e-05,1.055e-04,,,,,,,,,1,0,
2021-05-31 15:35:00,2021-05-31 15:26:00,2021-05-31 15:42:00,202105311526,1.382e-07,B1.3,GOES-16,6.852e-08,8.056e-05,1.120e-04,,,,,,,,,1,0,
2021-05-31 18:32:00,2021-05-31 18:21:00,,202105311821,1.268e-07,B1.2,GOES-16,7.277e-08,9.317e-05,,,,,,,,,,1,0,
2021-05-31 18:52:00,2021-05-31 18:33:00,2021-05-31 19:10:00,202105311833,1.682e-07,B1.6,GOES-16,1.240e-07,2.060e-04,3.532e-04,,,,,,,,,2,0,
2021-05-31 20:56:00,2021-05-31 20:46:00,,202105312046,2.137e-07,B2.1,GOES-16,1.228e-07,1.451e-04,,,,,,,,,,1,0,
2021-05-31 21:23:00,2021-05-31 21:02:00,2021-05-31 21:35:00,202105312102,3.901e-07,B3.9,GOES-16,1.922e-07,4.077e-04,6.014e-04,,,,,,,,,2,0,
2021-05-31 23:19:00,2021-05-31 23:09:00,2021-05-31 23:29:00,202105312309,1.440e-07,B1.4,GOES-16,7.238e-08,9.238e-05,1.446e-04,,,,,,,,,1,0,
2021-06-01 02:49:00,2021-06-01 02:44:00,2021-06-01 02:55:00,202106010244,1.037e-07,B1.0,GOES-16,5.671e-08,4.614e-05,6.541e-05,,,,,,,,,1,0,
2021-06-01 03:35:00,2021-06-01 03:27:00,2021-06-01 03:41:00,202106010327,1.092e-07,B1.0,GOES-16,6.545e-08,6.590e-05,8.670e-05,,,,,,,,,1,0,
2021-06-01 04:31:00,2021-06-01 04:27:00,2021-06-01 04:33:00,202106010427,1.697e-06,C1.6,GOES-16,8.052e-08,3.762e-04,4.109e-04,346.0,13.0,SVI,349.98245,13.085389,-160.98187,225.35774,GOES-16_XRS,1,0,2827
2021-06-01 06:52:00,2021-06-01 06:49:00,2021-06-01 07:02:00,202106010649,1.070e-07,B1.0,GOES-16,6.513e-08,3.876e-05,8.189e-05,,,,,,,,,1,0,
2021-06-01 10:37:00,2021-06-01 10:30:00,2021-06-01 10:44:00,202106011030,1.064e-07,B1.0,GOES-16,6.819e-08,5.780e-05,8.983e-05,,,,,,,,,1,0,
2021-06-01 11:43:00,2021-06-01 11:39:00,2021-06-01 11:46:00,202106011139,1.208e-07,B1.2,GOES-16,7.469e-08,4.626e-05,5.179e-05,,,,,,,,,1,0,
2021-06-01 12:07:00,2021-06-01 12:01:00,2021-06-01 12:09:00,202106011201,1.135e-07,B1.1,GOES-17,7.771e-08,5.414e-05,5.948e-05,,,,,,,,,1,0,
2021-06-01 16:34:00,2021-06-01 16:28:00,2021-06-01 16:37:00,202106011628,1.041e-07,B1.0,GOES-17,7.367e-08,5.324e-05,5.785e-05,,,,,,,,,1,0,
2021-06-01 23:25:00,2021-06-01 23:13:00,2021-06-01 23:44:00,202106012313,1.620e-07,B1.6,GOES-16,7.214e-08,1.107e-04,2.604e-04,,,,,,,,,1,0,
2021-06-02 06:06:00,2021-06-02 05:56:00,2021-06-02 06:12:00,202106020556,1.345e-07,B1.3,GOES-16,5.190e-08,8.223e-05,1.052e-04,,,,,,,,,1,0,
2021-06-02 07:45:00,2021-06-02 07:35:00,,202106020735,1.272e-07,B1.2,GOES-16,5.492e-08,7.961e-05,,,,,,,,,,1,0,
2021-06-02 07:56:00,2021-06-02 07:50:00,2021-06-02 08:01:00,202106020750,1.981e-07,B1.9,GOES-16,9.144e-08,9.285e-05,1.185e-04,,,,,,,,,2,0,
2021-06-02 08:22:00,2021-06-02 08:18:00,2021-06-02 08:24:00,202106020818,2.757e-07,B2.7,GOES-16,7.058e-08,7.494e-05,8.305e-05,,,,,,,,,1,0,
2021-06-02 13:16:00,2021-06-02 13:00:00,2021-06-02 13:28:00,202106021300,2.347e-07,B2.3,GOES-16,8.146e-08,1.957e-04,3.032e-04,,,,,,,,,1,0,
2021-06-02 14:23:00,2021-06-02 14:14:00,2021-06-02 14:29:00,202106021414,1.567e-07,B1.5,GOES-16,1.038e-07,1.030e-04,1.340e-04,,,,,,,,,1,0,
2021-06-02 15:43:00,2021-06-02 15:29:00,2021-06-02 15:58:00,202106021529,1.857e-07,B1.8,GOES-16,6.850e-08,1.394e-04,2.565e-04,,,,,,,,,1,0,
2021-06-03 02:05:00,2021-06-03 01:56:00,2021-06-03 02:07:00,202106030156,5.749e-07,B5.7,GOES-16,5.320e-08,1.179e-04,1.212e-04,,,,,,,,,1,0,
2021-06-03 04:17:00,2021-06-03 04:09:00,2021-06-03 04:27:00,202106030409,1.188e-07,B1.1,GOES-16,6.211e-08,7.316e-05,1.183e-04,,,,,,,,,1,0,
2021-06-03 07:20:00,2021-06-03 07:10:00,2021-06-03 07:39:00,202106030710,1.174e-07,B1.1,GOES-16,6.777e-08,8.214e-05,1.880e-04,,,,,,,,,1,0,
2021-06-03 09:25:00,2021-06-03 09:17:00,2021-06-03 09:31:00,202106030917,1.026e-07,B1.0,GOES-16,6.861e-08,6.235e-05,8.255e-05,,,,,,,,,1,0,
2021-06-03 10:58:00,2021-06-03 10:52:00,,202106031052,1.073e-07,B1.0,GOES-17,5.308e-08,5.321e-05,,,,,,,,,,1,0,
2021-06-03 11:09:00,2021-06-03 11:00:00,2021-06-03 11:13:00,202106031100,1.143e-07,B1.1,GOES-17,9.813e-08,8.437e-05,9.657e-05,,,,,,,,,2,0,
2021-06-03 11:54:00,2021-06-03 11:46:00,2021-06-03 11:59:00,202106031146,1.378e-07,B1.3,GOES-16,7.685e-08,7.550e-05,9.382e-05,,,,,,,,,1,0,
2021-06-03 16:25:00,2021-06-03 16:16:00,2021-06-03 16:38:00,202106031616,1.357e-07,B1.3,GOES-16,9.212e-08,9.028e-05,1.722e-04,,,,,,,,,1,0,
2021-06-04 00:54:00,2021-06-04 00:45:00,2021-06-04 00:59:00,202106040045,2.086e-07,B2.0,GOES-16,8.442e-08,1.017e-04,1.262e-04,,,,,,,,,1,0,
2021-06-04 01:06:00,2021-06-04 01:03:00,2021-06-04 01:11:00,202106040103,1.710e-07,B1.7,GOES-16,1.126e-07,6.302e-05,8.877e-05,,,,,,,,,1,0,
2021-06-04 01:30:00,2021-06-04 01:20:00,2021-06-04 01:42:00,202106040120,2.263e-07,B2.2,GOES-16,1.230e-07,1.477e-04,2.608e-04,,,,,,,,,1,0,
2021-06-04 02:16:00,2021-06-04 02:09:00,2021-06-04 02:19:00,202106040209,1.833e-07,B1.8,GOES-16,1.263e-07,1.007e-04,1.091e-04,,,,,,,,,1,0,
2021-06-04 04:54:00,2021-06-04 04:47:00,2021-06-04 04:58:00,202106040447,1.082e-07,B1.0,GOES-16,5.564e-08,5.078e-05,5.982e-05,,,,,,,,,1,0,
2021-06-04 05:11:00,2021-06-04 05:03:00,2021-06-04 05:17:00,202106040503,1.057e-07,B1.0,GOES-17,6.453e-08,6.193e-05,8.213e-05,,,,,,,,,1,0,
2021-06-04 07:23:00,2021-06-04 07:15:00,2021-06-04 07:31:00,202106040715,1.141e-07,B1.1,GOES-16,7.862e-08,6.940e-05,1.053e-04,,,,,,,,,1,0,
2021-06-04 08:21:00,2021-06-04 08:12:00,2021-06-04 08:27:00,202106040812,4.577e-07,B4.5,GOES-16,7.727e-08,2.127e-04,2.813e-04,31.0,12.0,LEA,,,,,,1,0,2827
2021-06-04 12:06:00,2021-06-04 11:51:00,2021-06-04 12:13:00,202106041151,2.564e-07,B2.5,GOES-16,7.735e-08,2.056e-04,2.576e-04,,,,,,,,,1,0,
2021-06-04 14:30:00,2021-06-04 14:23:00,2021-06-04 14:36:00,202106041423,3.800e-07,B3.7,GOES-16,1.187e-07,1.714e-04,2.319e-04,,,,,,,,,1,0,
2021-06-04 15:48:00,2021-06-04 15:39:00,,202106041539,2.605e-07,B2.6,GOES-16,1.140e-07,1.387e-04,,,,,,,,,,1,0,
2021-06-04 15:59:00,2021-06-04 15:54:00,2021-06-04 16:03:00,202106041554,2.910e-07,B2.9,GOES-16,2.099e-07,1.360e-04,1.653e-04,,,,,,,,,2,0,
2021-06-04 20:13:00,2021-06-04 19:54:00,2021-06-04 20:29:00,202106041954,2.186e-07,B2.1,GOES-16,6.893e-08,2.049e-04,3.486e-04,,,,,,,,,1,0,
2021-06-04 23:18:00,2021-06-04 23:09:00,2021-06-04 23:26:00,202106042309,1.438e-07,B1.4,GOES-16,9.095e-08,9.300e-05,1.363e-04,,,,,,,,,1,0,
2021-06-05 00:03:00,2021-06-04 23:57:00,2021-06-05 00:09:00,202106042357,2.344e-07,B2.3,GOES-16,9.278e-08,9.928e-05,1.400e-04,,,,,,,,,1,0,
2021-06-05 00:30:00,2021-06-05 00:20:00,2021-06-05 00:38:00,202106050020,2.194e-07,B2.1,GOES-16,9.702e-08,1.313e-04,1.908e-04,,,,,,,,,1,0,
2021-06-06 01:21:00,2021-06-06 01:13:00,2021-06-06 01:26:00,202106060113,1.640e-07,B1.6,GOES-16,5.965e-08,6.859e-05,8.771e-05,,,,,,,,,1,0,
2021-06-06 02:47:00,2021-06-06 02:39:00,2021-06-06 02:51:00,202106060239,1.483e-07,B1.4,GOES-16,5.917e-08,7.128e-05,8.232e-05,,,,,,,,,1,0,
2021-06-06 05:03:00,2021-06-06 04:57:00,2021-06-06 05:10:00,202106060457,1.018e-07,B1.0,GOES-16,6.307e-08,5.245e-05,7.789e-05,,,,,,,,,1,0,
2021-06-06 18:35:00,2021-06-06 18:30:00,,202106061830,1.396e-07,B1.3,GOES-16,9.226e-08,6.536e-05,,,,,,,,,,1,0,
2021-06-06 18:46:00,2021-06-06 18:42:00,2021-06-06 18:48:00,202106061842,1.254e-07,B1.2,GOES-16,1.175e-07,5.771e-05,6.406e-05,,,,,,,,,2,0,
2021-06-06 19:18:00,2021-06-06 19:02:00,2021-06-06 19:26:00,202106061902,1.691e-07,B1.6,GOES-16,9.191e-08,1.734e-04,2.209e-04,,,,,,,,,1,0,
2021-06-06 21:52:00,2021-06-06 21:45:00,2021-06-06 21:54:00,202106062145,1.665e-07,B1.6,GOES-16,8.679e-08,7.498e-05,8.128e-05,,,,,,,,,1,0,
2021-06-07 01:27:00,2021-06-07 01:20:00,2021-06-07 01:31:00,202106070120,2.075e-07,B2.0,GOES-16,1.203e-07,1.031e-04,1.210e-04,,,,,,,,,1,0,
2021-06-07 03:30:00,2021-06-07 03:27:00,2021-06-07 03:42:00,202106070327,1.469e-07,B1.4,GOES-16,9.977e-08,5.412e-05,1.307e-04,,,,,,,,,1,0,
2021-06-07 04:18:00,2021-06-07 04:10:00,2021-06-07 04:32:00,202106070410,1.545e-07,B1.5,GOES-16,1.025e-07,9.268e-05,1.886e-04,,,,,,,,,1,0,
2021-06-07 13:35:00,2021-06-07 13:25:00,2021-06-07 13:48:00,202106071325,2.132e-07,B2.1,GOES-16,1.154e-07,1.445e-04,2.625e-04,,,,,,,,,1,0,
2021-06-07 14:35:00,2021-06-07 14:31:00,2021-06-07 14:38:00,202106071431,3.559e-07,B3.5,GOES-16,1.416e-07,1.070e-04,1.183e-04,,,,,,,,,1,0,
2021-06-07 14:55:00,2021-06-07 14:49:00,2021-06-07 15:02:00,202106071449,2.800e-07,B2.7,GOES-16,1.264e-07,1.256e-04,1.885e-04,,,,,,,,,1,0,
2021-06-07 20:52:00,2021-06-07 20:49:00,2021-06-07 21:02:00,202106072049,2.065e-07,B2.0,GOES-16,1.125e-07,7.113e-05,1.500e-04,,,,,,,,,1,0,
2021-06-08 03:15:00,2021-06-08 03:09:00,,202106080309,1.784e-07,B1.7,GOES-16,1.307e-07,9.354e-05,,,,,,,,,,1,0,
2021-06-08 03:32:00,2021-06-08 03:23:00,,202106080323,2.236e-07,B2.2,GOES-17,1.865e-07,1.605e-04,,,,,,,,,,2,0,
2021-06-08 03:38:00,2021-06-08 03:21:00,,202106080321,2.384e-07,B2.3,GOES-16,1.727e-07,2.527e-04,,,,,,,,,,2,0,
2021-06-08 05:22:00,2021-06-08 05:11:00,2021-06-08 05:29:00,202106080511,3.260e-07,B3.2,GOES-16,1.379e-07,2.019e-04,2.737e-04,,,,,,,,,1,0,
2021-06-08 09:34:00,2021-06-08 09:26:00,2021-06-08 09:40:00,202106080926,2.789e-07,B2.7,GOES-16,1.367e-07,1.400e-04,1.909e-04,,,,,,,,,1,0,
2021-06-08 10:28:00,2021-06-08 10:18:00,2021-06-08 10:38:00,202106081018,4.728e-07,B4.7,GOES-16,1.496e-07,2.360e-04,4.030e-04,,,,,,,,,1,0,
2021-06-08 10:53:00,2021-06-08 10:46:00,2021-06-08 10:58:00,202106081046,1.430e-06,C1.4,GOES-16,2.555e-07,6.000e-04,7.379e-04,,,,78.02699,19.390371,872.76917,313.2637,GOES-16_XRS,1,0,
2021-06-08 13:39:00,2021-06-08 13:28:00,2021-06-08 13:53:00,202106081328,3.173e-07,B3.1,GOES-16,1.659e-07,2.203e-04,4.112e-04,,,,,,,,,1,0,
2021-06-08 14:32:00,2021-06-08 14:21:00,2021-06-08 14:40:00,202106081421,4.075e-07,B4.0,GOES-16,1.744e-07,2.627e-04,3.730e-04,,,,,,,,,1,0,
2021-06-08 15:08:00,2021-06-08 14:58:00,2021-06-08 15:15:00,202106081458,3.825e-07,B3.8,GOES-16,1.882e-07,2.272e-04,3.136e-04,,,,,,,,,1,0,
2021-06-08 15:51:00,2021-06-08 15:42:00,2021-06-08 15:56:00,202106081542,4.143e-07,B4.1,GOES-16,2.522e-07,2.560e-04,3.134e-04,,,,,,,,,1,0,
2021-06-08 17:23:00,2021-06-08 17:16:00,2021-06-08 17:29:00,202106081716,2.409e-06,C2.4,GOES-16,1.907e-07,7.991e-04,1.128e-03,,,,72.48714,21.743345,838.1092,349.27808,GOES-16_XRS,1,0,
2021-06-08 18:13:00,2021-06-08 18:07:00,,202106081807,4.131e-07,B4.1,GOES-16,2.361e-07,2.060e-04,,,,,,,,,,1,0,
2021-06-08 18:21:00,2021-06-08 18:17:00,2021-06-08 18:23:00,202106081817,4.208e-07,B4.2,GOES-16,3.989e-07,1.960e-04,2.200e-04,,,,,,,,,2,0,
2021-06-08 19:08:00,2021-06-08 18:47:00,2021-06-08 19:16:00,202106081847,1.116e-06,C1.1,GOES-16,2.068e-07,7.730e-04,1.038e-03,,,,74.019485,22.746132,838.7495,364.63373,GOES-16_XRS,1,0,
2021-06-08 21:41:00,2021-06-08 21:34:00,,202106082134,3.298e-07,B3.2,GOES-16,2.124e-07,1.778e-04,,,,,,,,,,1,0,
2021-06-08 21:52:00,2021-06-08 21:44:00,2021-06-08 21:59:00,202106082144,6.510e-07,B6.5,GOES-16,3.040e-07,3.245e-04,4.757e-04,,,,,,,,,2,0,
2021-06-08 22:35:00,2021-06-08 22:32:00,2021-06-08 22:39:00,202106082232,3.973e-07,B3.9,GOES-16,2.599e-07,1.398e-04,1.769e-04,,,,,,,,,1,0,
2021-06-09 00:44:00,2021-06-09 00:35:00,,202106090035,3.810e-07,B3.8,GOES-16,2.748e-07,2.651e-04,,,,,,,,,,1,0,
2021-06-09 00:50:00,2021-06-09 00:46:00,2021-06-09 00:53:00,202106090046,4.006e-07,B4.0,GOES-16,3.724e-07,1.845e-04,2.064e-04,,,,,,,,,2,0,
2021-06-09 03:35:00,2021-06-09 03:28:00,2021-06-09 03:52:00,202106090328,3.105e-07,B3.1,GOES-16,2.149e-07,1.710e-04,4.248e-04,,,,,,,,,1,0,
2021-06-09 05:20:00,2021-06-09 05:05:00,2021-06-09 05:29:00,202106090505,8.003e-07,B8.0,GOES-16,3.313e-07,6.638e-04,9.165e-04,,,,,,,,,1,0,
2021-06-09 09:07:00,2021-06-09 08:44:00,2021-06-09 09:21:00,202106090844,3.798e-06,C3.7,GOES-16,2.866e-07,3.278e-03,5.115e-03,,,,75.5742,24.988707,830.28613,398.27716,GOES-16_XRS,1,0,
2021-06-09 11:44:00,2021-06-09 11:35:00,,202106091135,4.476e-07,B4.4,GOES-16,3.205e-07,3.094e-04,,,,,,,,,,1,0,
2021-06-09 11:59:00,2021-06-09 11:50:00,2021-06-09 12:01:00,202106091150,1.738e-06,C1.7,GOES-16,4.157e-07,6.023e-04,6.484e-04,,,,72.89814,21.315855,842.3631,342.26993,GOES-16_XRS,2,0,
