flare_id,flare_class,flare_time,flare_intensity,duration_min,active_region,Kp_max_48h,Dst_min_48h,storm_level,severity,correlation_status,event_name,geomagnetic_response
202104192319,M1.1,2021-04-19 23:42:00,1.1e-05,39.0,2816.0,3.333,-18.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2816),"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202105071843,M3.9,2021-05-07 19:04:00,3.9e-05,35.0,2822.0,1.333,0.0,No Storm,Low,No Significant Response,M3.9 Solar Flare (AR 2822),"No Storm (Kp max: 1.3, Dst min: 0.0 nT)"
202105221703,M1.1,2021-05-22 17:11:00,1.1e-05,12.0,2824.0,2.0,-12.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2824),"No Storm (Kp max: 2.0, Dst min: -12.0 nT)"
202105222130,M1.4,2021-05-22 21:36:00,1.4e-05,12.0,2824.0,1.333,-12.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 2824),"No Storm (Kp max: 1.3, Dst min: -12.0 nT)"
202105231100,M1.1,2021-05-23 11:08:00,1.1e-05,13.0,2824.0,1.333,-9.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2824),"No Storm (Kp max: 1.3, Dst min: -9.0 nT)"
202107030704,M2.7,2021-07-03 07:17:00,2.7e-05,17.0,2838.0,2.0,-6.0,No Storm,Low,No Significant Response,M2.7 Solar Flare (AR 2838),"No Storm (Kp max: 2.0, Dst min: -6.0 nT)"
202107031418,X1.5,2021-07-03 14:29:00,0.00015,15.0,2838.0,2.0,-6.0,No Storm,Low,No Significant Response,X1.5 Solar Flare (AR 2838),"No Storm (Kp max: 2.0, Dst min: -6.0 nT)"
202107031659,M1.0,2021-07-03 17:03:00,1e-05,14.0,2838.0,2.0,-6.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 2838),"No Storm (Kp max: 2.0, Dst min: -6.0 nT)"
202107040501,M1.5,2021-07-04 05:09:00,1.5000000000000002e-05,13.0,2838.0,2.667,-18.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 2838),"No Storm (Kp max: 2.7, Dst min: -18.0 nT)"
202108280539,M4.7,2021-08-28 06:11:00,4.7e-05,43.0,2860.0,3.667,-49.0,No Storm,Low,No Significant Response,M4.7 Solar Flare (AR 2860),"No Storm (Kp max: 3.7, Dst min: -49.0 nT)"
202109230435,M2.8,2021-09-23 04:42:00,2.8e-05,14.0,2871.0,3.667,-12.0,No Storm,Low,No Significant Response,M2.8 Solar Flare (AR 2871),"No Storm (Kp max: 3.7, Dst min: -12.0 nT)"
202109231523,M1.8,2021-09-23 15:28:00,1.8e-05,15.0,,3.333,-9.0,No Storm,Low,No Significant Response,M1.8 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -9.0 nT)"
202110090619,M1.6,2021-10-09 06:38:00,1.6000000000000003e-05,33.0,2882.0,4.667,-13.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 2882),"No Storm (Kp max: 4.7, Dst min: -13.0 nT)"
202110260240,M1.3,2021-10-26 02:47:00,1.3e-05,13.0,,2.333,-5.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -5.0 nT)"
202110261542,M1.0,2021-10-26 15:57:00,1e-05,19.0,,2.333,-3.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -3.0 nT)"
202110280730,M1.4,2021-10-28 07:40:00,1.4e-05,14.0,2887.0,2.667,-9.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 2887),"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202110281019,M2.2,2021-10-28 10:28:00,2.2000000000000003e-05,17.0,2887.0,2.667,-9.0,No Storm,Low,No Significant Response,M2.2 Solar Flare (AR 2887),"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202110281517,M9.9,2021-10-28 15:35:00,9.9e-05,30.0,2887.0,2.667,-9.0,No Storm,Low,No Significant Response,M9.9 Solar Flare (AR 2887),"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202110290222,M1.5,2021-10-29 02:42:00,1.5000000000000002e-05,30.0,2891.0,3.667,-24.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 2891),"No Storm (Kp max: 3.7, Dst min: -24.0 nT)"
202111010057,M1.5,2021-11-01 01:45:00,1.5000000000000002e-05,72.0,2887.0,4.667,-12.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 2887),"No Storm (Kp max: 4.7, Dst min: -12.0 nT)"
202111020203,M1.6,2021-11-02 02:51:00,1.6000000000000003e-05,20.0,,6.333,-19.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M1.6 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.3, Dst min: -19.0 nT)"
202111020257,M1.7,2021-11-02 03:01:00,1.7e-05,7.0,2891.0,6.333,-22.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M1.7 Solar Flare (AR 2891),"G2 (Moderate Storm) (Kp max: 6.3, Dst min: -22.0 nT)"
202111091548,M2.0,2021-11-09 17:02:00,2e-05,108.0,,3.0,-17.0,No Storm,Low,No Significant Response,M2.0 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202112050658,M1.4,2021-12-05 07:19:00,1.4e-05,37.0,,3.0,-25.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -25.0 nT)"
202112170039,M1.2,2021-12-17 00:51:00,1.2e-05,16.0,2911.0,1.667,-3.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 2911),"No Storm (Kp max: 1.7, Dst min: -3.0 nT)"
202112201112,M1.8,2021-12-20 11:36:00,1.8e-05,42.0,2908.0,3.667,-31.0,No Storm,Low,No Significant Response,M1.8 Solar Flare (AR 2908),"No Storm (Kp max: 3.7, Dst min: -31.0 nT)"
202112210743,M1.1,2021-12-21 07:50:00,1.1e-05,13.0,2916.0,3.0,-22.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2916),"No Storm (Kp max: 3.0, Dst min: -22.0 nT)"
202112211131,M1.4,2021-12-21 11:44:00,1.4e-05,17.0,,3.0,-22.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -22.0 nT)"
202112220654,M1.3,2021-12-22 07:06:00,1.3e-05,26.0,2908.0,3.0,-22.0,No Storm,Low,No Significant Response,M1.3 Solar Flare (AR 2908),"No Storm (Kp max: 3.0, Dst min: -22.0 nT)"
202112280350,M1.8,2021-12-28 04:01:00,1.8e-05,19.0,,3.0,-26.0,No Storm,Low,No Significant Response,M1.8 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -26.0 nT)"
202112281559,M1.6,2021-12-28 16:11:00,1.6000000000000003e-05,20.0,2918.0,3.0,-19.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 2918),"No Storm (Kp max: 3.0, Dst min: -19.0 nT)"
202201010707,M1.1,2022-01-01 07:30:00,1.1e-05,34.0,2918.0,4.0,-17.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2918),"No Storm (Kp max: 4.0, Dst min: -17.0 nT)"
202201140147,M1.8,2022-01-14 02:03:00,1.8e-05,26.0,,5.667,-73.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.8 Solar Flare,"G1 (Minor Storm) (Kp max: 5.7, Dst min: -73.0 nT)"
202201181700,M1.5,2022-01-18 17:44:00,1.5000000000000002e-05,76.0,2929.0,5.333,-44.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.5 Solar Flare (AR 2929),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -44.0 nT)"
202201200541,M5.5,2022-01-20 06:01:00,5.5e-05,30.0,2929.0,3.333,-27.0,No Storm,Low,No Significant Response,M5.5 Solar Flare (AR 2929),"No Storm (Kp max: 3.3, Dst min: -27.0 nT)"
202201292245,M1.1,2022-01-29 23:32:00,1.1e-05,98.0,,3.0,-39.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -39.0 nT)"
202202120825,M1.4,2022-02-12 08:44:00,1.4e-05,30.0,,3.667,-21.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -21.0 nT)"
202202141702,M1.0,2022-02-14 17:31:00,1e-05,48.0,2941.0,2.667,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 2941),"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202202151754,M1.3,2022-02-15 18:15:00,1.3e-05,36.0,2941.0,3.0,-8.0,No Storm,Low,No Significant Response,M1.3 Solar Flare (AR 2941),"No Storm (Kp max: 3.0, Dst min: -8.0 nT)"
202203021731,M2.0,2022-03-02 17:39:00,2e-05,15.0,2958.0,3.333,-2.0,No Storm,Low,No Significant Response,M2.0 Solar Flare (AR 2958),"No Storm (Kp max: 3.3, Dst min: -2.0 nT)"
202203112213,M2.2,2022-03-11 22:32:00,2.2000000000000003e-05,24.0,2964.0,6.333,-75.58823529411765,G2 (Moderate Storm),Moderate,Moderate Correlation,M2.2 Solar Flare (AR 2964),"G2 (Moderate Storm) (Kp max: 6.3, Dst min: -75.6 nT)"
202203140829,M2.0,2022-03-14 08:40:00,2e-05,15.0,,3.0,-23.0,No Storm,Low,No Significant Response,M2.0 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -23.0 nT)"
202203151233,M1.4,2022-03-15 12:39:00,1.4e-05,10.0,2965.0,3.0,-18.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 2965),"No Storm (Kp max: 3.0, Dst min: -18.0 nT)"
202203152239,M1.5,2022-03-15 22:46:00,1.5000000000000002e-05,12.0,2965.0,3.0,-18.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 2965),"No Storm (Kp max: 3.0, Dst min: -18.0 nT)"
202203250502,M1.4,2022-03-25 05:26:00,1.4e-05,47.0,2974.0,3.0,-7.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 2974),"No Storm (Kp max: 3.0, Dst min: -7.0 nT)"
202203281058,M4.0,2022-03-28 11:29:00,4e-05,46.0,,2.667,-9.0,No Storm,Low,No Significant Response,M4.0 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202203281732,M1.0,2022-03-28 17:41:00,1e-05,14.0,,2.667,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202203281908,M1.0,2022-03-28 19:23:00,1e-05,31.0,,2.667,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202203282049,M1.1,2022-03-28 20:59:00,1.1e-05,19.0,2975.0,2.667,-9.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2975),"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202203290057,M2.2,2022-03-29 01:11:00,2.2000000000000003e-05,28.0,2975.0,4.667,-9.0,No Storm,Low,No Significant Response,M2.2 Solar Flare (AR 2975),"No Storm (Kp max: 4.7, Dst min: -9.0 nT)"
202203290148,M1.1,2022-03-29 01:58:00,1.1e-05,14.0,2974.0,4.667,-9.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2974),"No Storm (Kp max: 4.7, Dst min: -9.0 nT)"
202203290917,M1.0,2022-03-29 09:38:00,1e-05,37.0,,4.667,-17.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 4.7, Dst min: -17.0 nT)"
202203292143,M1.6,2022-03-29 21:52:00,1.6000000000000003e-05,13.0,,4.667,-17.0,No Storm,Low,No Significant Response,M1.6 Solar Flare,"No Storm (Kp max: 4.7, Dst min: -17.0 nT)"
202203301721,X1.3,2022-03-30 17:37:00,0.00013,24.0,,4.667,-17.0,No Storm,Low,No Significant Response,X1.3 Solar Flare,"No Storm (Kp max: 4.7, Dst min: -17.0 nT)"
202203311817,M9.6,2022-03-31 18:35:00,9.6e-05,27.0,2975.0,4.667,-46.0,No Storm,Low,No Significant Response,M9.6 Solar Flare (AR 2975),"No Storm (Kp max: 4.7, Dst min: -46.0 nT)"
202204020239,M2.9,2022-04-02 02:56:00,2.9e-05,27.0,,4.667,-46.0,No Storm,Low,No Significant Response,M2.9 Solar Flare,"No Storm (Kp max: 4.7, Dst min: -46.0 nT)"
202204021256,M3.9,2022-04-02 13:55:00,3.9e-05,107.0,2976.0,4.333,-24.0,No Storm,Low,No Significant Response,M3.9 Solar Flare (AR 2976),"No Storm (Kp max: 4.3, Dst min: -24.0 nT)"
202204021734,M4.3,2022-04-02 17:44:00,4.3e-05,16.0,2975.0,4.333,-24.0,No Storm,Low,No Significant Response,M4.3 Solar Flare (AR 2975),"No Storm (Kp max: 4.3, Dst min: -24.0 nT)"
202204151031,M1.2,2022-04-15 11:01:00,1.2e-05,20.0,,4.0,-24.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202204151107,M2.2,2022-04-15 11:49:00,2.2000000000000003e-05,81.0,,4.0,-24.0,No Storm,Low,No Significant Response,M2.2 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202204151347,M1.9,2022-04-15 13:59:00,1.9e-05,23.0,,4.0,-24.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202204161449,M1.0,2022-04-16 14:56:00,1e-05,19.0,,3.0,-11.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -11.0 nT)"
202204170317,X1.1,2022-04-17 03:34:00,0.00011,33.0,,3.333,-11.0,No Storm,Low,No Significant Response,X1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -11.0 nT)"
202204171952,M1.5,2022-04-17 20:02:00,1.5000000000000002e-05,13.0,2992.0,3.333,-10.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 2992),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202204172228,M4.4,2022-04-17 22:34:00,4.4000000000000006e-05,11.0,2992.0,3.333,-10.0,No Storm,Low,No Significant Response,M4.4 Solar Flare (AR 2992),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202204180737,M1.3,2022-04-18 07:48:00,1.3e-05,16.0,2993.0,3.333,-10.0,No Storm,Low,No Significant Response,M1.3 Solar Flare (AR 2993),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202204181004,M1.1,2022-04-18 10:27:00,1.1e-05,44.0,,3.333,-10.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202204181712,M1.9,2022-04-18 17:24:00,1.9e-05,18.0,2987.0,3.333,-10.0,No Storm,Low,No Significant Response,M1.9 Solar Flare (AR 2987),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202204190443,M1.0,2022-04-19 04:50:00,1e-05,15.0,,3.333,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -9.0 nT)"
202204192039,M3.7,2022-04-19 20:49:00,3.7000000000000005e-05,18.0,,3.333,-18.0,No Storm,Low,No Significant Response,M3.7 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202204192109,M1.6,2022-04-19 21:13:00,1.6000000000000003e-05,8.0,2994.0,3.333,-18.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 2994),"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202204200107,M1.2,2022-04-20 01:14:00,1.2e-05,12.0,2994.0,3.333,-18.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 2994),"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202204200120,M7.2,2022-04-20 01:36:00,7.2e-05,23.0,,3.333,-18.0,No Storm,Low,No Significant Response,M7.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202204200341,X2.2,2022-04-20 03:57:00,0.00022,22.0,,3.333,-18.0,No Storm,Low,No Significant Response,X2.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202204201224,M1.9,2022-04-20 12:53:00,1.9e-05,37.0,2993.0,3.333,-18.0,No Storm,Low,No Significant Response,M1.9 Solar Flare (AR 2993),"No Storm (Kp max: 3.3, Dst min: -18.0 nT)"
202204210147,M9.6,2022-04-21 01:59:00,9.6e-05,17.0,,3.0,-18.0,No Storm,Low,No Significant Response,M9.6 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -18.0 nT)"
202204220452,M1.1,2022-04-22 05:14:00,1.1e-05,35.0,,3.333,-11.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -11.0 nT)"
202204221316,M3.4,2022-04-22 13:25:00,3.4e-05,13.0,2993.0,3.333,-11.0,No Storm,Low,No Significant Response,M3.4 Solar Flare (AR 2993),"No Storm (Kp max: 3.3, Dst min: -11.0 nT)"
202204250118,M1.2,2022-04-25 02:01:00,1.2e-05,80.0,2995.0,1.667,-1.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 2995),"No Storm (Kp max: 1.7, Dst min: -1.0 nT)"
202204250352,M1.1,2022-04-25 04:02:00,1.1e-05,14.0,2993.0,1.667,-1.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 2993),"No Storm (Kp max: 1.7, Dst min: -1.0 nT)"
202204290715,M1.2,2022-04-29 07:30:00,1.2e-05,26.0,2996.0,4.333,-37.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 2996),"No Storm (Kp max: 4.3, Dst min: -37.0 nT)"
202204291801,M1.2,2022-04-29 18:10:00,1.2e-05,20.0,2994.0,4.333,-37.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 2994),"No Storm (Kp max: 4.3, Dst min: -37.0 nT)"
202204300446,M2.6,2022-04-30 05:01:00,2.6e-05,20.0,,4.0,-37.0,No Storm,Low,No Significant Response,M2.6 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -37.0 nT)"
202204300525,M1.4,2022-04-30 05:34:00,1.4e-05,14.0,,4.0,-37.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -37.0 nT)"
202204300948,M4.8,2022-04-30 09:58:00,4.8e-05,16.0,,3.0,-17.0,No Storm,Low,No Significant Response,M4.8 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202204301338,X1.1,2022-04-30 13:47:00,0.00011,13.0,,3.0,-17.0,No Storm,Low,No Significant Response,X1.1 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202204301942,M1.9,2022-04-30 19:47:00,1.9e-05,11.0,,3.0,-17.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202205030734,M1.3,2022-05-03 07:53:00,1.3e-05,26.0,,2.333,-17.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -17.0 nT)"
202205031309,X1.1,2022-05-03 13:25:00,0.00011,21.0,3004.0,2.333,-17.0,No Storm,Low,No Significant Response,X1.1 Solar Flare (AR 3004),"No Storm (Kp max: 2.3, Dst min: -17.0 nT)"
202205040008,M5.3,2022-05-04 00:19:00,5.3e-05,16.0,,2.0,-17.0,No Storm,Low,No Significant Response,M5.3 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -17.0 nT)"
202205040845,M5.7,2022-05-04 08:59:00,5.7e-05,24.0,3004.0,2.0,-13.0,No Storm,Low,No Significant Response,M5.7 Solar Flare (AR 3004),"No Storm (Kp max: 2.0, Dst min: -13.0 nT)"
202205041625,M1.1,2022-05-04 16:32:00,1.1e-05,14.0,3004.0,2.0,-13.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 3004),"No Storm (Kp max: 2.0, Dst min: -13.0 nT)"
202205041940,M1.5,2022-05-04 19:48:00,1.5000000000000002e-05,22.0,,2.0,-13.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -13.0 nT)"
202205042009,M1.6,2022-05-04 20:27:00,1.6000000000000003e-05,26.0,,2.0,-13.0,No Storm,Low,No Significant Response,M1.6 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -13.0 nT)"
202205051308,M2.2,2022-05-05 13:16:00,2.2000000000000003e-05,13.0,3004.0,1.667,-9.0,No Storm,Low,No Significant Response,M2.2 Solar Flare (AR 3004),"No Storm (Kp max: 1.7, Dst min: -9.0 nT)"
202205051402,M2.7,2022-05-05 14:10:00,2.7e-05,11.0,3006.0,1.667,-9.0,No Storm,Low,No Significant Response,M2.7 Solar Flare (AR 3006),"No Storm (Kp max: 1.7, Dst min: -9.0 nT)"
202205101350,X1.5,2022-05-10 13:55:00,0.00015,8.0,3006.0,2.667,-17.0,No Storm,Low,No Significant Response,X1.5 Solar Flare (AR 3006),"No Storm (Kp max: 2.7, Dst min: -17.0 nT)"
202205111635,M1.6,2022-05-11 16:49:00,1.6000000000000003e-05,22.0,3007.0,2.667,-17.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 3007),"No Storm (Kp max: 2.7, Dst min: -17.0 nT)"
202205111813,M2.6,2022-05-11 18:58:00,2.6e-05,20.0,,2.667,-17.0,No Storm,Low,No Significant Response,M2.6 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -17.0 nT)"
202205111927,M2.2,2022-05-11 19:31:00,2.2000000000000003e-05,7.0,,2.667,-17.0,No Storm,Low,No Significant Response,M2.2 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -17.0 nT)"
202205122004,M1.3,2022-05-12 20:19:00,1.3e-05,22.0,,2.667,-34.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -34.0 nT)"
202205142358,M2.2,2022-05-15 00:08:00,2.2000000000000003e-05,18.0,,3.333,-19.0,No Storm,Low,No Significant Response,M2.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -19.0 nT)"
202205161310,M2.4,2022-05-16 13:27:00,2.4e-05,33.0,3017.0,3.333,-14.0,No Storm,Low,No Significant Response,M2.4 Solar Flare (AR 3017),"No Storm (Kp max: 3.3, Dst min: -14.0 nT)"
202205182157,M1.1,2022-05-18 22:02:00,1.1e-05,10.0,3014.0,3.667,-13.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 3014),"No Storm (Kp max: 3.7, Dst min: -13.0 nT)"
202205190700,M5.6,2022-05-19 07:19:00,5.6e-05,30.0,3017.0,3.667,-25.0,No Storm,Low,No Significant Response,M5.6 Solar Flare (AR 3017),"No Storm (Kp max: 3.7, Dst min: -25.0 nT)"
202205191000,M1.5,2022-05-19 10:09:00,1.5000000000000002e-05,19.0,3014.0,3.667,-25.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3014),"No Storm (Kp max: 3.7, Dst min: -25.0 nT)"
202205191505,M1.1,2022-05-19 15:16:00,1.1e-05,17.0,3014.0,3.667,-25.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 3014),"No Storm (Kp max: 3.7, Dst min: -25.0 nT)"
202205200735,M3.0,2022-05-20 07:45:00,3.0000000000000004e-05,12.0,3014.0,3.667,-27.0,No Storm,Low,No Significant Response,M3.0 Solar Flare (AR 3014),"No Storm (Kp max: 3.7, Dst min: -27.0 nT)"
202205251809,M1.3,2022-05-25 18:24:00,1.3e-05,33.0,3016.0,5.0,-6.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.3 Solar Flare (AR 3016),"G1 (Minor Storm) (Kp max: 5.0, Dst min: -6.0 nT)"
202206101010,M1.2,2022-06-10 10:54:00,1.2e-05,63.0,3030.0,3.0,-2.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3030),"No Storm (Kp max: 3.0, Dst min: -2.0 nT)"
202206130258,M3.4,2022-06-13 04:07:00,3.4e-05,133.0,3032.0,4.667,-4.0,No Storm,Low,No Significant Response,M3.4 Solar Flare (AR 3032),"No Storm (Kp max: 4.7, Dst min: -4.0 nT)"
202206160346,M1.6,2022-06-16 03:53:00,1.6000000000000003e-05,9.0,,3.667,-13.0,No Storm,Low,No Significant Response,M1.6 Solar Flare,"No Storm (Kp max: 3.7, Dst min: -13.0 nT)"
202207082007,M2.5,2022-07-08 20:49:00,2.5e-05,80.0,,2.667,-24.0,No Storm,Low,No Significant Response,M2.5 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -24.0 nT)"
202207102330,M1.3,2022-07-10 23:43:00,1.3e-05,21.0,,4.333,-20.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -20.0 nT)"
202207110908,M1.1,2022-07-11 09:19:00,1.1e-05,30.0,3056.0,4.333,-20.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 3056),"No Storm (Kp max: 4.3, Dst min: -20.0 nT)"
202207140422,M1.2,2022-07-14 04:31:00,1.2e-05,17.0,3058.0,2.667,-18.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3058),"No Storm (Kp max: 2.7, Dst min: -18.0 nT)"
202207142142,M2.8,2022-07-14 21:48:00,2.8e-05,10.0,,3.0,-18.0,No Storm,Low,No Significant Response,M2.8 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -18.0 nT)"
202207160616,M1.1,2022-07-16 06:29:00,1.1e-05,17.0,3057.0,3.0,-13.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 3057),"No Storm (Kp max: 3.0, Dst min: -13.0 nT)"
202207161533,M1.4,2022-07-16 15:39:00,1.4e-05,10.0,3055.0,2.333,-8.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 3055),"No Storm (Kp max: 2.3, Dst min: -8.0 nT)"
202208151427,M1.0,2022-08-15 14:36:00,1e-05,14.0,,3.0,-10.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -10.0 nT)"
202208152146,M1.1,2022-08-15 21:53:00,1.1e-05,11.0,3078.0,6.667,-16.5,G2 (Moderate Storm),Moderate,Moderate Correlation,M1.1 Solar Flare (AR 3078),"G2 (Moderate Storm) (Kp max: 6.7, Dst min: -16.5 nT)"
202208160752,M5.0,2022-08-16 07:58:00,5e-05,12.0,,6.667,-44.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M5.0 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.7, Dst min: -44.0 nT)"
202208162110,M1.8,2022-08-16 21:21:00,1.8e-05,17.0,,6.667,-44.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M1.8 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.7, Dst min: -44.0 nT)"
202208171326,M2.0,2022-08-17 13:45:00,2e-05,23.0,3078.0,6.667,-44.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M2.0 Solar Flare (AR 3078),"G2 (Moderate Storm) (Kp max: 6.7, Dst min: -44.0 nT)"
202208171428,M1.0,2022-08-17 14:52:00,1e-05,41.0,,6.667,-44.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M1.0 Solar Flare,"G2 (Moderate Storm) (Kp max: 6.7, Dst min: -44.0 nT)"
202208181000,M1.3,2022-08-18 10:09:00,1.3e-05,11.0,3078.0,5.0,-39.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.3 Solar Flare (AR 3078),"G1 (Minor Storm) (Kp max: 5.0, Dst min: -39.0 nT)"
