flare_id,flare_class,flare_time,flare_intensity,duration_min,active_region,Kp_max_48h,Dst_min_48h,storm_level,severity,correlation_status,event_name,geomagnetic_response
202406031358,M4.8,2024-06-03 14:11:00,4.8e-05,24.0,3695.0,4.333,-15.0,No Storm,Low,No Significant Response,M4.8 Solar Flare (AR 3695),"No Storm (Kp max: 4.3, Dst min: -15.0 nT)"
202406040609,M2.4,2024-06-04 06:31:00,2.4e-05,41.0,3697.0,2.333,-22.0,No Storm,Low,No Significant Response,M2.4 Solar Flare (AR 3697),"No Storm (Kp max: 2.3, Dst min: -22.0 nT)"
202406040857,M1.6,2024-06-04 09:04:00,1.6000000000000003e-05,9.0,3697.0,2.333,-22.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 3697),"No Storm (Kp max: 2.3, Dst min: -22.0 nT)"
202406050832,M3.4,2024-06-05 08:56:00,3.4e-05,41.0,3697.0,2.333,-22.0,No Storm,Low,No Significant Response,M3.4 Solar Flare (AR 3697),"No Storm (Kp max: 2.3, Dst min: -22.0 nT)"
202406050952,M2.6,2024-06-05 10:07:00,2.6e-05,24.0,3697.0,3.667,-22.0,No Storm,Low,No Significant Response,M2.6 Solar Flare (AR 3697),"No Storm (Kp max: 3.7, Dst min: -22.0 nT)"
202406061450,M6.1,2024-06-06 15:06:00,6.1e-05,31.0,3697.0,6.333,-34.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M6.1 Solar Flare (AR 3697),"G2 (Moderate Storm) (Kp max: 6.3, Dst min: -34.0 nT)"
202406070852,M4.0,2024-06-07 09:13:00,4e-05,37.0,3709.0,6.333,-34.0,G2 (Moderate Storm),Moderate,Moderate Correlation,M4.0 Solar Flare (AR 3709),"G2 (Moderate Storm) (Kp max: 6.3, Dst min: -34.0 nT)"
202406071611,M1.2,2024-06-07 16:22:00,1.2e-05,30.0,3697.0,5.667,-34.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.2 Solar Flare (AR 3697),"G1 (Minor Storm) (Kp max: 5.7, Dst min: -34.0 nT)"
202406080018,M1.8,2024-06-08 00:28:00,1.8e-05,16.0,3709.0,4.667,-34.0,No Storm,Low,No Significant Response,M1.8 Solar Flare (AR 3709),"No Storm (Kp max: 4.7, Dst min: -34.0 nT)"
202406080039,M3.3,2024-06-08 00:51:00,3.3e-05,17.0,3697.0,4.667,-34.0,No Storm,Low,No Significant Response,M3.3 Solar Flare (AR 3697),"No Storm (Kp max: 4.7, Dst min: -34.0 nT)"
202406080123,M9.7,2024-06-08 01:49:00,9.7e-05,55.0,3697.0,4.667,-29.0,No Storm,Low,No Significant Response,M9.7 Solar Flare (AR 3697),"No Storm (Kp max: 4.7, Dst min: -29.0 nT)"
202406080517,M1.5,2024-06-08 05:28:00,1.5000000000000002e-05,20.0,3697.0,3.0,-20.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3697),"No Storm (Kp max: 3.0, Dst min: -20.0 nT)"
202406080834,M1.2,2024-06-08 08:44:00,1.2e-05,20.0,,2.667,-15.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -15.0 nT)"
202406080854,M1.2,2024-06-08 08:58:00,1.2e-05,7.0,3697.0,2.667,-15.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3697),"No Storm (Kp max: 2.7, Dst min: -15.0 nT)"
202406082053,M1.0,2024-06-08 21:02:00,1e-05,13.0,,4.0,-15.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -15.0 nT)"
202406090649,M1.6,2024-06-09 07:01:00,1.6000000000000003e-05,26.0,3697.0,4.333,-44.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 3697),"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406090802,M1.2,2024-06-09 08:19:00,1.2e-05,29.0,,4.333,-44.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406091950,M1.0,2024-06-09 20:17:00,1e-05,38.0,,4.333,-44.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406100558,M3.3,2024-06-10 06:09:00,3.3e-05,17.0,,4.333,-44.0,No Storm,Low,No Significant Response,M3.3 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406100938,M2.2,2024-06-10 10:06:00,2.2000000000000003e-05,20.0,,4.333,-44.0,No Storm,Low,No Significant Response,M2.2 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406101018,M5.3,2024-06-10 10:58:00,5.3e-05,20.0,,4.333,-44.0,No Storm,Low,No Significant Response,M5.3 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406101320,M1.3,2024-06-10 13:29:00,1.3e-05,14.0,,4.333,-44.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406101811,M9.5,2024-06-10 18:40:00,9.5e-05,66.0,,4.333,-44.0,No Storm,Low,No Significant Response,M9.5 Solar Flare,"No Storm (Kp max: 4.3, Dst min: -44.0 nT)"
202406122224,M1.2,2024-06-12 22:46:00,1.2e-05,70.0,3711.0,2.333,-12.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3711),"No Storm (Kp max: 2.3, Dst min: -12.0 nT)"
202406131634,M3.2,2024-06-13 16:45:00,3.2000000000000005e-05,20.0,3713.0,4.667,-18.0,No Storm,Low,No Significant Response,M3.2 Solar Flare (AR 3713),"No Storm (Kp max: 4.7, Dst min: -18.0 nT)"
202406140414,M2.4,2024-06-14 04:32:00,2.4e-05,28.0,,4.667,-24.0,No Storm,Low,No Significant Response,M2.4 Solar Flare,"No Storm (Kp max: 4.7, Dst min: -24.0 nT)"
202406170754,M1.5,2024-06-17 08:04:00,1.5000000000000002e-05,21.0,3712.0,3.333,-15.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3712),"No Storm (Kp max: 3.3, Dst min: -15.0 nT)"
202406171042,M1.5,2024-06-17 10:46:00,1.5000000000000002e-05,7.0,3712.0,3.333,-15.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3712),"No Storm (Kp max: 3.3, Dst min: -15.0 nT)"
202406171957,M1.3,2024-06-17 20:35:00,1.3e-05,58.0,3711.0,3.333,-15.0,No Storm,Low,No Significant Response,M1.3 Solar Flare (AR 3711),"No Storm (Kp max: 3.3, Dst min: -15.0 nT)"
202406181114,M2.4,2024-06-18 11:23:00,2.4e-05,18.0,3712.0,3.333,-15.0,No Storm,Low,No Significant Response,M2.4 Solar Flare (AR 3712),"No Storm (Kp max: 3.3, Dst min: -15.0 nT)"
202406181211,M1.1,2024-06-18 12:20:00,1.1e-05,14.0,,3.333,-15.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -15.0 nT)"
202406190615,M1.1,2024-06-19 06:38:00,1.1e-05,42.0,,3.333,-14.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -14.0 nT)"
202406201509,M1.1,2024-06-20 15:18:00,1.1e-05,11.0,,2.333,-10.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -10.0 nT)"
202406202300,M5.7,2024-06-20 23:16:00,5.7e-05,18.0,3719.0,2.333,-10.0,No Storm,Low,No Significant Response,M5.7 Solar Flare (AR 3719),"No Storm (Kp max: 2.3, Dst min: -10.0 nT)"
202406220422,M1.2,2024-06-22 04:38:00,1.2e-05,24.0,,3.333,-10.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202406220843,M2.8,2024-06-22 08:55:00,2.8e-05,24.0,3716.0,3.333,-10.0,No Storm,Low,No Significant Response,M2.8 Solar Flare (AR 3716),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202406221100,M1.0,2024-06-22 11:06:00,1e-05,8.0,3720.0,3.333,-10.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3720),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202406230616,M2.4,2024-06-23 06:30:00,2.4e-05,31.0,3716.0,3.333,-10.0,No Storm,Low,No Significant Response,M2.4 Solar Flare (AR 3716),"No Storm (Kp max: 3.3, Dst min: -10.0 nT)"
202406231126,M1.2,2024-06-23 11:37:00,1.2e-05,23.0,3712.0,3.333,-11.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3712),"No Storm (Kp max: 3.3, Dst min: -11.0 nT)"
202406231251,M9.3,2024-06-23 13:01:00,9.3e-05,19.0,3723.0,3.333,-11.0,No Storm,Low,No Significant Response,M9.3 Solar Flare (AR 3723),"No Storm (Kp max: 3.3, Dst min: -11.0 nT)"
202406240408,M1.3,2024-06-24 04:17:00,1.3e-05,14.0,,2.667,-11.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -11.0 nT)"
202406240445,M1.8,2024-06-24 04:52:00,1.8e-05,10.0,,2.667,-11.0,No Storm,Low,No Significant Response,M1.8 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -11.0 nT)"
202406241144,M1.5,2024-06-24 11:48:00,1.5000000000000002e-05,8.0,,2.667,-11.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -11.0 nT)"
202406241902,M1.1,2024-06-24 19:10:00,1.1e-05,11.0,,2.667,-11.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -11.0 nT)"
202406251226,M1.0,2024-06-25 12:45:00,1e-05,39.0,3723.0,2.667,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3723),"No Storm (Kp max: 2.7, Dst min: -9.0 nT)"
202407011051,M2.1,2024-07-01 11:02:00,2.1e-05,15.0,3730.0,1.667,-20.0,No Storm,Low,No Significant Response,M2.1 Solar Flare (AR 3730),"No Storm (Kp max: 1.7, Dst min: -20.0 nT)"
202407030729,M1.5,2024-07-03 07:41:00,1.5000000000000002e-05,25.0,3729.0,3.0,-13.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3729),"No Storm (Kp max: 3.0, Dst min: -13.0 nT)"
202407041406,M1.0,2024-07-04 14:25:00,1e-05,36.0,3723.0,3.0,-9.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3723),"No Storm (Kp max: 3.0, Dst min: -9.0 nT)"
202407041954,M1.4,2024-07-04 20:05:00,1.4e-05,18.0,,3.0,-9.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -9.0 nT)"
202407062252,M1.0,2024-07-06 23:15:00,1e-05,20.0,,3.333,-14.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -14.0 nT)"
202407071938,M1.0,2024-07-07 19:56:00,1e-05,31.0,,3.333,-14.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -14.0 nT)"
202407072114,M1.3,2024-07-07 21:27:00,1.3e-05,20.0,,3.333,-14.0,No Storm,Low,No Significant Response,M1.3 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -14.0 nT)"
202407072142,M1.1,2024-07-07 21:51:00,1.1e-05,20.0,,3.333,-14.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -14.0 nT)"
202407081234,M1.1,2024-07-08 12:41:00,1.1e-05,11.0,,3.333,-3.0,No Storm,Low,No Significant Response,M1.1 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -3.0 nT)"
202407100544,M1.5,2024-07-10 05:59:00,1.5000000000000002e-05,24.0,3738.0,2.0,-7.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3738),"No Storm (Kp max: 2.0, Dst min: -7.0 nT)"
202407100926,M1.3,2024-07-10 09:45:00,1.3e-05,26.0,3738.0,2.0,-7.0,No Storm,Low,No Significant Response,M1.3 Solar Flare (AR 3738),"No Storm (Kp max: 2.0, Dst min: -7.0 nT)"
202407101145,M1.4,2024-07-10 12:04:00,1.4e-05,31.0,3738.0,2.0,-7.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 3738),"No Storm (Kp max: 2.0, Dst min: -7.0 nT)"
202407101251,M1.1,2024-07-10 13:04:00,1.1e-05,21.0,3738.0,2.0,-7.0,No Storm,Low,No Significant Response,M1.1 Solar Flare (AR 3738),"No Storm (Kp max: 2.0, Dst min: -7.0 nT)"
202407101525,M1.0,2024-07-10 15:37:00,1e-05,20.0,3738.0,2.0,-7.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3738),"No Storm (Kp max: 2.0, Dst min: -7.0 nT)"
202407110403,M1.2,2024-07-11 04:17:00,1.2e-05,33.0,,2.0,-6.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -6.0 nT)"
202407110617,M1.2,2024-07-11 06:25:00,1.2e-05,14.0,,2.0,-6.0,No Storm,Low,No Significant Response,M1.2 Solar Flare,"No Storm (Kp max: 2.0, Dst min: -6.0 nT)"
202407130255,M1.4,2024-07-13 03:18:00,1.4e-05,40.0,,1.333,-4.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 1.3, Dst min: -4.0 nT)"
202407131459,M1.8,2024-07-13 15:30:00,1.8e-05,20.0,3747.0,1.333,-4.0,No Storm,Low,No Significant Response,M1.8 Solar Flare (AR 3747),"No Storm (Kp max: 1.3, Dst min: -4.0 nT)"
202407131541,M1.9,2024-07-13 15:44:00,1.9e-05,6.0,,1.333,-4.0,No Storm,Low,No Significant Response,M1.9 Solar Flare,"No Storm (Kp max: 1.3, Dst min: -4.0 nT)"
202407131925,M1.0,2024-07-13 19:30:00,1e-05,8.0,3738.0,2.0,-4.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3738),"No Storm (Kp max: 2.0, Dst min: -4.0 nT)"
202407132244,M5.0,2024-07-13 23:01:00,5e-05,27.0,,3.0,-4.0,No Storm,Low,No Significant Response,M5.0 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -4.0 nT)"
202407140105,M1.7,2024-07-14 01:16:00,1.7e-05,25.0,,3.333,-9.0,No Storm,Low,No Significant Response,M1.7 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -9.0 nT)"
202407140223,X1.2,2024-07-14 02:34:00,0.00012,25.0,,3.333,-13.0,No Storm,Low,No Significant Response,X1.2 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407140405,M3.0,2024-07-14 04:13:00,3.0000000000000004e-05,12.0,3738.0,3.333,-13.0,No Storm,Low,No Significant Response,M3.0 Solar Flare (AR 3738),"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407141016,M1.0,2024-07-14 10:20:00,1e-05,6.0,3738.0,3.333,-13.0,No Storm,Low,No Significant Response,M1.0 Solar Flare (AR 3738),"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407142050,M1.0,2024-07-14 20:57:00,1e-05,12.0,,3.333,-13.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407150329,M1.2,2024-07-15 03:45:00,1.2e-05,25.0,3738.0,3.333,-13.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3738),"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407150921,M2.7,2024-07-15 09:37:00,2.7e-05,20.0,3738.0,3.333,-13.0,No Storm,Low,No Significant Response,M2.7 Solar Flare (AR 3738),"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407151008,M1.9,2024-07-15 10:13:00,1.9e-05,10.0,3738.0,3.333,-13.0,No Storm,Low,No Significant Response,M1.9 Solar Flare (AR 3738),"No Storm (Kp max: 3.3, Dst min: -13.0 nT)"
202407160249,M1.4,2024-07-16 03:01:00,1.4e-05,32.0,3744.0,2.667,-13.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 3744),"No Storm (Kp max: 2.7, Dst min: -13.0 nT)"
202407160724,M3.6,2024-07-16 07:37:00,3.6e-05,25.0,3753.0,2.667,-3.0,No Storm,Low,No Significant Response,M3.6 Solar Flare (AR 3753),"No Storm (Kp max: 2.7, Dst min: -3.0 nT)"
202407161311,X1.9,2024-07-16 13:26:00,0.00019,24.0,3738.0,2.667,-3.0,No Storm,Low,No Significant Response,X1.9 Solar Flare (AR 3738),"No Storm (Kp max: 2.7, Dst min: -3.0 nT)"
202407162106,M1.6,2024-07-16 21:24:00,1.6000000000000003e-05,29.0,3753.0,2.333,-3.0,No Storm,Low,No Significant Response,M1.6 Solar Flare (AR 3753),"No Storm (Kp max: 2.3, Dst min: -3.0 nT)"
202407162146,M1.9,2024-07-16 22:06:00,1.9e-05,30.0,3744.0,2.333,-3.0,No Storm,Low,No Significant Response,M1.9 Solar Flare (AR 3744),"No Storm (Kp max: 2.3, Dst min: -3.0 nT)"
202407170626,M5.0,2024-07-17 06:39:00,5e-05,20.0,3743.0,2.333,-3.0,No Storm,Low,No Significant Response,M5.0 Solar Flare (AR 3743),"No Storm (Kp max: 2.3, Dst min: -3.0 nT)"
202407170701,M3.4,2024-07-17 07:08:00,3.4e-05,11.0,,2.333,-3.0,No Storm,Low,No Significant Response,M3.4 Solar Flare,"No Storm (Kp max: 2.3, Dst min: -3.0 nT)"
202407170926,M1.2,2024-07-17 09:45:00,1.2e-05,43.0,3738.0,2.333,-3.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3738),"No Storm (Kp max: 2.3, Dst min: -3.0 nT)"
202407171940,M1.2,2024-07-17 19:51:00,1.2e-05,20.0,3753.0,1.333,-3.0,No Storm,Low,No Significant Response,M1.2 Solar Flare (AR 3753),"No Storm (Kp max: 1.3, Dst min: -3.0 nT)"
202407171953,M2.0,2024-07-17 19:58:00,2e-05,10.0,,1.333,-3.0,No Storm,Low,No Significant Response,M2.0 Solar Flare,"No Storm (Kp max: 1.3, Dst min: -3.0 nT)"
202407181004,M2.2,2024-07-18 10:14:00,2.2000000000000003e-05,20.0,3751.0,2.0,0.0,No Storm,Low,No Significant Response,M2.2 Solar Flare (AR 3751),"No Storm (Kp max: 2.0, Dst min: 0.0 nT)"
202407181020,M2.0,2024-07-18 10:27:00,2e-05,10.0,,2.0,0.0,No Storm,Low,No Significant Response,M2.0 Solar Flare,"No Storm (Kp max: 2.0, Dst min: 0.0 nT)"
202407190813,M3.2,2024-07-19 08:23:00,3.2000000000000005e-05,16.0,3753.0,2.667,-4.0,No Storm,Low,No Significant Response,M3.2 Solar Flare (AR 3753),"No Storm (Kp max: 2.7, Dst min: -4.0 nT)"
202407191753,M2.0,2024-07-19 18:06:00,2e-05,31.0,3751.0,2.667,-4.0,No Storm,Low,No Significant Response,M2.0 Solar Flare (AR 3751),"No Storm (Kp max: 2.7, Dst min: -4.0 nT)"
202407192244,M1.0,2024-07-19 22:51:00,1e-05,21.0,,2.667,-4.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -4.0 nT)"
202407200710,M1.8,2024-07-20 07:20:00,1.8e-05,13.0,3751.0,2.667,-13.0,No Storm,Low,No Significant Response,M1.8 Solar Flare (AR 3751),"No Storm (Kp max: 2.7, Dst min: -13.0 nT)"
202407201836,M1.5,2024-07-20 18:49:00,1.5000000000000002e-05,25.0,3744.0,3.0,-13.0,No Storm,Low,No Significant Response,M1.5 Solar Flare (AR 3744),"No Storm (Kp max: 3.0, Dst min: -13.0 nT)"
202407210346,M1.4,2024-07-21 03:55:00,1.4e-05,12.0,,3.0,-17.0,No Storm,Low,No Significant Response,M1.4 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407210828,M1.5,2024-07-21 08:34:00,1.5000000000000002e-05,12.0,,3.0,-17.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407211618,M1.0,2024-07-21 16:31:00,1e-05,40.0,,3.0,-17.0,No Storm,Low,No Significant Response,M1.0 Solar Flare,"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407212321,M3.2,2024-07-21 23:28:00,3.2000000000000005e-05,12.0,3744.0,3.0,-17.0,No Storm,Low,No Significant Response,M3.2 Solar Flare (AR 3744),"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407220327,M1.4,2024-07-22 03:33:00,1.4e-05,9.0,3762.0,3.0,-17.0,No Storm,Low,No Significant Response,M1.4 Solar Flare (AR 3762),"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407220355,M3.9,2024-07-22 04:04:00,3.9e-05,11.0,3762.0,3.0,-17.0,No Storm,Low,No Significant Response,M3.9 Solar Flare (AR 3762),"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407220414,M1.9,2024-07-22 04:34:00,1.9e-05,28.0,3762.0,3.0,-17.0,No Storm,Low,No Significant Response,M1.9 Solar Flare (AR 3762),"No Storm (Kp max: 3.0, Dst min: -17.0 nT)"
202407221247,M1.5,2024-07-22 13:00:00,1.5000000000000002e-05,16.0,,2.667,-17.0,No Storm,Low,No Significant Response,M1.5 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -17.0 nT)"
202407231349,M2.4,2024-07-23 14:28:00,2.4e-05,79.0,,2.667,-5.0,No Storm,Low,No Significant Response,M2.4 Solar Flare,"No Storm (Kp max: 2.7, Dst min: -5.0 nT)"
202407240728,M3.6,2024-07-24 07:42:00,3.6e-05,21.0,,5.0,-50.0,G1 (Minor Storm),Moderate,Moderate Correlation,M3.6 Solar Flare,"G1 (Minor Storm) (Kp max: 5.0, Dst min: -50.0 nT)"
202407241707,M3.0,2024-07-24 17:21:00,3.0000000000000004e-05,19.0,,5.0,-50.0,G1 (Minor Storm),Moderate,Moderate Correlation,M3.0 Solar Flare,"G1 (Minor Storm) (Kp max: 5.0, Dst min: -50.0 nT)"
202407251527,M1.3,2024-07-25 15:37:00,1.3e-05,15.0,3751.0,5.0,-50.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.3 Solar Flare (AR 3751),"G1 (Minor Storm) (Kp max: 5.0, Dst min: -50.0 nT)"
202407260430,M1.7,2024-07-26 04:42:00,1.7e-05,20.0,3761.0,5.0,-50.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.7 Solar Flare (AR 3761),"G1 (Minor Storm) (Kp max: 5.0, Dst min: -50.0 nT)"
202407270221,M4.2,2024-07-27 02:37:00,4.2e-05,23.0,3766.0,4.0,-24.0,No Storm,Low,No Significant Response,M4.2 Solar Flare (AR 3766),"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202407270513,M3.1,2024-07-27 05:46:00,3.1e-05,64.0,3762.0,4.0,-24.0,No Storm,Low,No Significant Response,M3.1 Solar Flare (AR 3762),"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202407271016,M2.0,2024-07-27 10:40:00,2e-05,49.0,3767.0,4.0,-24.0,No Storm,Low,No Significant Response,M2.0 Solar Flare (AR 3767),"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202407271750,M2.7,2024-07-27 18:06:00,2.7e-05,26.0,3765.0,2.667,-24.0,No Storm,Low,No Significant Response,M2.7 Solar Flare (AR 3765),"No Storm (Kp max: 2.7, Dst min: -24.0 nT)"
202407271824,M3.4,2024-07-27 18:39:00,3.4e-05,26.0,3762.0,2.667,-24.0,No Storm,Low,No Significant Response,M3.4 Solar Flare (AR 3762),"No Storm (Kp max: 2.7, Dst min: -24.0 nT)"
202407280139,M7.8,2024-07-28 01:51:00,7.8e-05,20.0,,4.0,-24.0,No Storm,Low,No Significant Response,M7.8 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202407280153,M9.9,2024-07-28 01:57:00,9.9e-05,7.0,,4.0,-24.0,No Storm,Low,No Significant Response,M9.9 Solar Flare,"No Storm (Kp max: 4.0, Dst min: -24.0 nT)"
202407280337,M1.5,2024-07-28 03:48:00,1.5000000000000002e-05,25.0,3762.0,5.333,-20.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.5 Solar Flare (AR 3762),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -20.0 nT)"
202407281027,M7.7,2024-07-28 10:42:00,7.7e-05,26.0,3762.0,5.333,-20.0,G1 (Minor Storm),Moderate,Moderate Correlation,M7.7 Solar Flare (AR 3762),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -20.0 nT)"
202407281243,M2.6,2024-07-28 12:50:00,2.6e-05,11.0,3766.0,5.333,-20.0,G1 (Minor Storm),Moderate,Moderate Correlation,M2.6 Solar Flare (AR 3766),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -20.0 nT)"
202407281808,M1.3,2024-07-28 18:26:00,1.3e-05,31.0,3768.0,5.333,-20.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.3 Solar Flare (AR 3768),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -20.0 nT)"
202407282025,M1.9,2024-07-28 20:36:00,1.9e-05,23.0,3762.0,5.333,-20.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.9 Solar Flare (AR 3762),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -20.0 nT)"
202407290233,X1.5,2024-07-29 02:37:00,0.00015,9.0,3766.0,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,X1.5 Solar Flare (AR 3766),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407290510,M1.0,2024-07-29 05:20:00,1e-05,17.0,3768.0,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.0 Solar Flare (AR 3768),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407291216,M1.6,2024-07-29 12:22:00,1.6000000000000003e-05,12.0,3762.0,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.6 Solar Flare (AR 3762),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407291247,M8.7,2024-07-29 12:55:00,8.7e-05,16.0,,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M8.7 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407291404,M4.2,2024-07-29 14:46:00,4.2e-05,64.0,3765.0,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M4.2 Solar Flare (AR 3765),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407291940,M6.4,2024-07-29 19:57:00,6.400000000000001e-05,29.0,,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M6.4 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407292055,M1.1,2024-07-29 21:00:00,1.1e-05,10.0,3768.0,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.1 Solar Flare (AR 3768),"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
202407300052,M1.7,2024-07-30 01:03:00,1.7e-05,20.0,,5.333,-21.0,G1 (Minor Storm),Moderate,Moderate Correlation,M1.7 Solar Flare,"G1 (Minor Storm) (Kp max: 5.3, Dst min: -21.0 nT)"
